lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,previous_cancellations,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status_date,full_date,arrival_date,is_canceled
313,20,2,3,2,0,1,135,6,2,0,0,0,0,0,240,2,54.0,0,0,25,99,22,1
272,20,2,4,2,0,2,135,6,2,0,0,0,0,0,240,2,82.8,0,1,28,99,22,1
28,20,2,5,2,2,1,11,6,2,0,6,6,0,0,240,2,170.0,0,1,29,99,22,1
305,20,2,5,2,0,2,76,6,2,0,4,4,0,0,240,2,109.8,0,0,20,99,22,1
278,20,2,5,2,0,1,59,6,2,0,3,3,0,0,240,2,67.5,0,1,24,99,22,1
180,20,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,85.0,0,2,26,99,22,1
305,20,2,5,2,0,2,76,6,2,0,4,4,0,0,240,2,109.8,0,0,20,99,22,1
302,20,2,5,2,0,2,76,6,2,0,4,4,2,0,240,2,109.8,0,1,21,99,22,1
158,20,4,7,2,0,1,135,5,2,0,3,3,0,0,243,2,50.85,0,0,26,99,22,1
3,20,1,0,1,0,0,135,2,3,0,0,8,0,0,0,2,0.0,0,0,30,99,22,0
41,20,1,1,2,0,1,59,6,2,0,3,3,0,0,240,2,104.0,0,1,30,99,22,1
41,20,1,1,2,0,1,59,6,2,0,4,4,0,0,240,2,119.0,0,1,30,99,22,1
284,20,1,1,2,0,2,135,6,2,0,0,0,0,0,240,2,82.8,0,1,21,99,22,1
41,20,1,1,2,0,1,59,6,2,0,3,3,0,0,240,2,104.0,0,1,30,99,22,1
60,20,1,5,2,0,1,135,6,2,0,2,2,0,0,242,2,125.0,0,1,29,99,22,1
258,20,2,5,2,0,1,135,6,2,0,3,3,0,0,147,2,54.0,0,0,23,99,22,1
144,20,3,6,2,0,1,135,5,2,0,3,3,0,0,71,2,8.0,0,0,25,99,22,1
201,20,4,10,2,0,1,135,5,2,0,3,3,0,0,40,0,74.03,0,0,23,99,22,1
14,20,0,5,2,0,1,135,6,2,0,2,2,0,0,242,2,132.0,0,1,30,99,22,1
96,20,2,5,2,0,2,135,5,2,0,3,3,0,0,143,2,78.85,0,2,30,99,22,1
134,20,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,85.0,0,1,26,99,22,1
90,20,2,5,2,0,1,135,6,2,0,2,2,0,0,314,2,98.4,0,0,30,99,22,1
72,20,2,5,2,2,2,76,6,2,0,2,2,0,0,240,2,173.0,0,0,28,99,22,1
80,20,0,2,2,2,1,59,6,2,0,2,2,0,0,240,2,123.0,0,1,27,99,22,1
30,20,0,3,2,0,1,51,6,2,0,0,0,0,0,240,2,90.0,0,0,29,99,22,1
25,20,0,3,2,0,1,51,6,2,0,0,0,0,0,240,2,90.0,0,1,29,99,22,1
230,20,0,3,2,2,1,123,6,2,0,6,6,0,0,240,2,130.0,0,0,25,99,22,1
322,20,0,4,2,0,1,76,6,2,0,0,0,0,0,240,2,72.0,0,1,24,99,22,1
81,20,0,4,2,2,1,59,6,2,0,2,2,0,0,240,2,123.0,0,2,29,99,22,1
81,20,0,4,2,1,1,59,6,2,0,7,7,0,0,240,2,160.0,0,1,29,99,22,1
116,20,2,5,2,0,1,76,6,2,0,0,0,0,0,240,2,85.0,0,1,27,99,22,1
336,20,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,54.86,0,1,26,99,22,1
310,20,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,54.0,0,0,20,99,22,1
107,20,2,5,2,0,2,56,6,2,0,4,4,0,0,240,2,147.0,0,0,27,99,22,1
222,20,2,5,2,0,1,135,5,2,0,4,4,0,0,177,2,64.8,0,0,27,99,22,1
107,20,2,5,2,0,2,56,6,2,0,4,4,0,0,240,2,147.0,0,0,27,99,22,1
70,20,2,5,2,2,2,29,6,2,0,2,2,0,0,240,2,173.0,0,2,28,99,22,1
43,20,0,1,2,2,1,174,6,2,0,6,6,0,0,240,2,169.0,0,0,29,99,22,1
152,20,0,1,2,0,1,135,6,2,0,5,5,2,0,242,2,125.0,0,1,25,99,22,1
27,20,0,1,1,0,1,135,2,3,0,0,0,0,0,0,2,69.0,0,0,30,99,22,1
178,20,0,3,2,0,2,56,6,2,0,4,4,0,0,240,2,145.0,0,0,24,99,22,1
21,20,0,3,2,0,1,76,6,2,0,0,0,0,0,240,2,99.0,0,1,30,99,22,1
178,20,0,3,2,0,2,56,6,2,0,4,4,0,0,240,2,145.0,0,0,24,99,22,1
333,20,2,3,2,0,1,59,6,2,0,0,0,0,0,240,2,54.0,0,0,19,99,22,1
124,20,2,3,2,0,1,43,6,2,0,0,0,0,0,240,2,85.0,0,1,26,99,22,1
165,20,2,5,2,0,1,56,6,2,0,0,0,0,0,240,2,85.0,0,0,25,99,22,1
262,20,2,5,2,0,1,76,6,2,0,3,3,0,0,240,2,67.5,0,0,26,99,22,1
266,20,2,5,2,0,1,59,6,2,0,4,4,0,0,240,2,81.0,0,1,27,99,22,1
45,20,2,5,2,2,1,34,6,2,0,6,6,0,0,240,2,169.0,0,1,29,99,22,1
15,20,0,2,2,0,1,59,6,2,0,0,0,0,0,240,2,102.5,0,0,30,99,22,1
33,20,0,2,2,0,1,135,6,2,0,0,0,0,0,240,2,90.0,0,1,29,99,22,1
38,20,0,2,4,0,1,135,3,1,0,7,7,0,0,0,2,209.0,0,2,30,99,22,1
87,20,0,2,2,2,1,51,6,2,0,6,6,2,0,240,2,155.0,0,0,30,99,22,1
207,20,2,2,2,0,2,51,6,2,0,3,3,2,0,240,2,117.0,0,1,25,99,22,1
207,20,2,2,2,0,2,51,6,2,0,3,3,2,0,240,2,117.0,0,1,25,99,22,1
112,20,2,5,2,0,1,29,3,1,0,5,5,0,0,250,2,112.5,0,0,29,99,22,1
299,20,2,5,2,0,1,76,6,2,0,3,3,0,0,240,2,67.5,0,0,26,99,22,1
300,20,2,5,2,0,1,76,6,2,0,3,3,0,0,240,2,67.5,0,0,20,99,22,1
205,20,2,5,2,0,1,135,5,2,0,3,3,0,0,40,0,67.32,0,0,25,99,22,1
98,20,2,6,2,2,1,135,6,2,0,2,2,0,0,240,2,123.0,0,2,27,99,22,1
131,20,0,1,2,0,1,135,5,2,0,0,2,2,0,171,2,43.2,0,0,30,99,22,1
93,20,2,2,2,0,1,135,6,2,0,3,3,0,0,314,2,80.0,0,0,27,99,22,1
86,20,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,0,27,99,22,1
263,20,2,4,2,0,2,59,6,2,0,4,4,0,0,240,2,114.15,0,2,25,99,22,1
101,20,2,4,2,2,1,34,6,2,0,6,6,1,0,240,2,155.0,0,0,28,99,22,1
61,20,2,5,2,2,2,59,6,2,0,6,6,0,0,240,2,213.0,0,0,28,99,22,1
15,20,2,5,2,0,2,135,6,2,0,0,0,0,0,175,2,105.6,0,0,30,99,22,1
471,20,2,5,2,0,1,135,4,2,0,0,0,0,1,96,2,47.0,0,0,30,99,22,1
104,20,2,5,2,0,1,76,3,1,0,0,0,0,0,250,2,80.0,0,0,27,99,22,1
471,20,2,5,2,0,1,135,4,2,0,0,0,0,1,96,2,47.0,0,0,30,99,22,1
471,20,2,5,2,0,1,135,4,2,0,0,0,0,1,96,2,47.0,0,0,30,99,22,1
226,20,2,5,2,0,1,59,6,2,0,3,3,0,0,240,2,76.03,0,1,23,99,22,1
471,20,2,5,2,0,1,135,4,2,0,0,0,0,1,96,2,47.0,0,0,30,99,22,1
471,20,2,5,2,0,1,135,4,2,0,0,0,0,1,96,2,47.0,0,0,30,99,22,1
471,20,2,5,2,0,1,135,4,2,0,0,0,0,1,96,2,47.0,0,0,30,99,22,1
60,21,2,0,1,0,1,135,2,3,0,0,0,0,0,0,3,50.0,0,0,30,100,22,1
60,21,2,0,2,0,1,135,2,3,0,0,0,1,0,0,3,60.0,0,1,30,100,22,1
60,21,2,0,1,0,1,135,2,3,0,0,0,0,0,0,3,50.0,0,0,30,100,22,1
60,21,2,0,1,0,1,135,2,3,0,0,0,0,0,0,3,50.0,0,0,30,100,22,1
60,21,2,0,1,0,1,135,2,3,0,0,0,0,0,0,3,50.0,0,0,30,100,22,1
60,21,2,0,1,0,1,135,2,3,0,0,0,0,0,0,3,50.0,0,0,30,100,22,1
60,21,2,0,1,0,1,135,2,3,0,0,2,1,0,0,3,50.0,0,0,30,100,22,1
60,21,2,0,1,0,1,135,2,3,0,0,0,0,0,0,3,50.0,0,0,30,100,22,1
259,21,2,2,2,2,1,169,6,2,0,6,6,0,0,240,2,130.0,0,0,24,100,22,1
139,21,2,3,3,0,1,59,6,2,0,6,6,1,0,240,2,155.0,0,0,28,100,22,1
191,21,2,3,2,0,1,43,6,2,0,0,2,1,0,240,2,85.0,0,1,29,100,22,1
139,21,2,3,2,0,1,59,6,2,0,4,4,0,0,240,2,115.0,0,0,26,100,22,1
253,21,2,4,2,0,1,56,6,2,0,4,4,2,0,240,2,89.7,0,1,22,100,22,1
237,21,2,4,2,0,1,56,6,2,0,3,3,0,0,240,2,76.2,0,1,30,100,22,1
251,21,2,4,2,0,1,56,3,1,0,4,4,0,0,0,2,89.7,0,1,22,100,22,1
237,21,2,4,2,0,1,56,6,2,0,3,3,0,0,240,2,76.2,0,1,30,100,22,1
249,21,4,6,2,2,2,81,6,2,0,6,6,0,0,240,2,195.4,0,0,26,100,22,1
107,21,1,2,2,0,2,51,6,2,0,0,0,1,0,240,2,117.0,0,0,29,100,22,1
5,21,1,3,2,0,1,51,6,2,0,0,0,0,0,240,2,90.0,0,2,30,100,22,1
139,21,1,3,2,0,1,123,6,2,0,4,4,0,0,240,2,115.0,0,1,26,100,22,1
18,21,1,3,2,2,1,135,6,2,0,2,2,0,0,240,2,133.75,0,1,30,100,22,1
62,21,1,3,2,2,1,59,6,2,0,2,2,2,0,240,2,125.0,0,1,28,100,22,1
78,21,1,4,2,2,1,43,6,2,0,6,6,0,0,240,2,165.0,0,0,29,100,22,1
40,21,2,5,2,2,1,59,6,2,0,6,6,0,0,240,2,183.57,0,0,29,100,22,1
220,21,3,7,3,2,1,59,3,1,0,7,7,0,0,250,2,156.0,0,0,29,100,22,1
220,21,3,7,2,0,2,59,3,1,0,0,0,0,0,250,2,86.5,0,0,29,100,22,1
17,21,4,10,2,0,2,59,6,2,0,0,0,0,0,240,2,147.36,0,1,30,100,22,1
13,21,0,1,2,0,1,135,6,2,0,0,0,0,0,240,2,60.0,0,1,30,100,22,1
53,21,0,1,2,0,1,135,6,2,0,4,4,0,0,240,2,119.0,0,2,29,100,22,1
8,21,0,2,2,0,1,135,1,1,0,0,0,0,0,0,2,0.0,0,0,30,100,22,1
8,21,0,2,2,0,1,25,6,2,0,0,0,0,0,240,2,54.0,0,1,30,100,22,1
92,21,0,2,2,0,1,135,6,2,0,0,0,0,0,242,2,85.0,0,1,29,100,22,1
8,21,0,2,2,0,1,25,6,2,0,0,0,0,0,240,2,54.0,0,1,30,100,22,1
8,21,0,2,2,0,1,25,6,2,0,0,0,0,0,240,2,45.9,0,1,30,100,22,1
8,21,0,2,1,0,1,25,6,2,0,0,0,0,0,240,2,54.0,0,1,30,100,22,1
280,21,0,2,2,0,1,43,6,2,0,0,0,2,0,240,2,54.0,0,1,21,100,22,1
86,21,0,4,2,2,1,29,6,2,0,2,2,0,0,240,2,123.0,0,2,29,100,22,1
160,21,2,6,2,0,1,135,4,2,0,2,2,0,0,0,3,8.0,0,0,25,100,22,1
2,21,0,1,1,0,1,135,5,2,0,0,0,0,0,8,1,42.0,0,0,30,100,22,1
18,21,0,1,2,1,1,135,6,2,0,0,0,0,0,242,2,119.16,0,3,30,100,22,1
7,21,0,1,1,0,1,135,5,2,0,0,0,0,0,8,2,42.0,0,0,30,100,22,1
92,21,0,1,2,0,1,135,6,2,0,0,0,0,0,241,2,68.0,0,1,29,100,22,1
92,21,0,1,2,0,1,135,6,2,0,0,0,0,0,241,2,68.0,0,1,29,100,22,1
47,21,0,1,1,0,1,59,6,2,0,0,0,0,0,240,2,80.0,0,0,29,100,22,1
49,21,0,4,2,0,1,56,6,2,0,0,0,0,0,240,2,89.0,0,1,29,100,22,1
269,21,2,4,2,0,1,34,6,2,0,3,3,0,0,240,2,89.25,0,3,22,100,22,1
317,21,2,5,2,0,1,76,6,2,0,0,0,0,0,240,2,54.0,0,0,20,100,22,1
41,21,0,1,2,0,2,133,6,2,0,0,0,0,0,240,2,121.0,0,1,29,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
203,21,0,3,2,0,1,135,4,2,0,3,3,0,2,0,3,60.0,0,0,25,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
8,21,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,45.0,0,0,30,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
16,21,0,3,2,1,1,169,3,1,0,5,5,0,0,250,2,190.0,0,0,30,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
95,21,0,3,2,2,1,51,6,2,0,6,6,0,0,240,2,155.0,0,0,28,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
462,21,0,3,2,0,2,135,4,2,0,0,0,0,1,0,2,78.0,0,0,19,100,22,1
38,21,1,3,2,0,1,59,3,1,0,7,7,0,0,250,2,175.0,0,0,30,100,22,1
312,21,1,3,2,0,1,59,6,2,0,0,0,0,0,240,2,54.0,0,1,20,100,22,1
224,21,1,3,2,0,1,76,6,2,0,0,0,0,0,240,2,76.5,0,1,26,100,22,1
177,21,1,3,2,2,1,1,6,2,0,6,6,0,0,240,2,155.0,0,1,28,100,22,1
224,21,1,3,2,0,1,76,6,2,0,0,0,0,0,240,2,76.5,0,1,26,100,22,1
263,21,2,3,2,0,1,59,6,2,0,0,0,0,1,240,3,80.1,0,1,24,100,22,1
227,21,2,3,2,0,1,135,5,2,0,3,3,0,0,40,0,50.85,0,0,28,100,22,1
162,21,2,5,2,1,1,135,4,2,0,0,0,0,2,0,3,10.0,0,0,25,100,22,1
305,21,2,5,2,1,1,59,6,2,0,0,0,0,0,240,3,54.0,0,1,25,100,22,1
162,21,2,5,2,0,1,135,4,2,0,2,2,0,2,0,3,8.0,0,0,25,100,22,1
351,21,2,5,2,0,2,59,6,2,0,4,4,1,0,240,2,122.0,0,2,28,100,22,1
162,21,2,5,2,2,1,135,4,2,0,2,2,0,2,0,3,99.0,0,0,25,100,22,1
352,21,2,5,2,0,1,135,6,2,0,3,3,0,0,147,2,61.5,0,0,30,100,22,1
352,21,2,5,2,0,1,59,6,2,0,0,0,0,0,240,3,60.0,0,2,30,100,22,1
305,21,2,5,3,1,2,59,6,2,0,6,6,0,0,240,3,168.0,0,1,25,100,22,1
219,21,2,5,1,0,1,135,5,2,0,0,0,0,0,40,0,34.2,0,0,28,100,22,1
305,21,2,5,2,2,1,59,6,2,0,6,6,0,0,240,2,120.0,0,0,28,100,22,1
222,21,2,7,2,0,2,76,6,2,0,4,4,0,0,240,2,133.1,0,1,24,100,22,1
24,21,1,2,3,1,1,59,6,2,0,7,7,0,0,240,2,210.0,0,0,30,100,22,1
20,21,1,2,1,0,2,51,6,2,0,0,0,0,0,240,2,127.0,0,1,30,100,22,1
146,21,1,2,2,2,1,76,6,2,0,6,6,0,0,240,2,155.0,0,0,26,100,22,1
136,21,1,2,2,2,1,59,6,2,0,6,6,0,0,240,2,155.0,0,0,29,100,22,1
139,21,1,2,3,1,1,59,6,2,0,7,7,0,0,240,2,160.0,0,1,29,100,22,1
14,21,1,2,2,0,1,51,6,2,0,4,4,0,0,240,2,150.0,0,1,30,100,22,1
251,21,0,2,2,0,2,51,6,2,0,0,0,0,0,240,2,121.0,0,0,29,100,22,1
297,21,0,2,2,0,1,135,5,2,0,0,0,0,0,8,2,64.8,0,0,21,100,22,1
39,21,0,2,3,1,1,135,6,2,0,7,7,0,0,240,2,180.0,0,0,29,100,22,1
304,21,2,2,2,0,1,59,6,2,0,0,0,0,0,240,2,72.0,0,0,26,100,22,1
165,21,2,4,2,0,2,133,6,2,0,4,4,0,0,240,2,145.0,0,1,29,100,22,1
231,21,2,4,2,0,2,133,6,2,0,3,3,0,0,240,2,122.4,0,1,23,100,22,1
229,21,2,4,2,0,2,133,6,2,0,3,3,0,0,240,2,118.8,0,1,30,100,22,1
322,21,2,4,2,0,1,140,6,2,0,0,0,0,0,240,2,54.0,0,1,28,100,22,1
350,21,2,5,2,0,1,59,6,2,0,4,4,0,0,240,2,93.29,0,1,28,100,22,1
232,21,2,5,2,2,2,59,6,2,0,6,6,0,0,240,2,207.0,0,1,30,100,22,1
212,21,4,10,1,0,1,135,5,2,0,0,0,0,2,40,0,71.76,0,1,30,100,22,1
355,21,0,1,2,1,3,135,5,2,0,0,0,0,0,6,2,122.5,0,0,20,100,22,1
305,21,0,1,2,1,0,135,6,2,0,0,0,1,0,314,2,121.5,0,0,30,100,22,1
60,21,1,1,3,0,1,135,6,2,0,0,0,0,0,241,2,103.2,0,2,30,100,22,1
38,21,1,1,2,0,1,51,6,2,0,4,4,0,0,240,2,120.0,0,1,29,100,22,1
140,21,2,1,2,0,1,59,6,2,0,0,0,0,0,240,2,85.0,0,1,30,100,22,1
311,21,2,1,2,0,1,135,6,2,0,0,0,0,0,314,2,43.2,0,0,20,100,22,1
107,21,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,0,27,100,22,1
67,21,2,2,2,0,1,59,6,2,0,4,4,0,0,240,2,115.0,0,2,29,100,22,1
312,21,2,5,2,0,1,59,6,2,0,0,0,1,0,240,2,59.79,0,1,23,100,22,1
337,21,2,5,2,0,2,43,6,2,0,3,3,0,0,240,2,102.21,0,0,19,100,22,1
313,21,2,5,2,0,1,59,3,1,0,0,0,0,0,250,2,59.79,0,0,23,100,22,1
313,21,2,5,2,0,1,59,3,1,0,4,4,0,0,250,2,86.91,0,0,23,100,22,1
33,21,2,5,1,0,1,56,6,2,0,4,4,0,0,240,2,143.43,0,1,29,100,22,1
313,21,2,5,2,0,1,59,3,1,0,4,4,0,0,250,2,86.91,0,0,23,100,22,1
353,21,2,5,2,0,1,59,6,2,0,3,3,0,0,240,2,81.57,0,0,19,100,22,1
313,21,2,5,2,0,1,59,3,1,0,3,3,0,0,250,2,73.41,0,0,26,100,22,1
116,21,2,5,2,0,1,135,6,2,0,0,0,0,0,241,2,67.41,0,1,27,100,22,1
313,21,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,59.79,0,1,23,100,22,1
200,21,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,92.14,0,1,25,100,22,1
313,21,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,59.79,0,1,23,100,22,1
313,21,2,5,2,0,1,59,3,1,0,4,4,0,0,250,2,86.91,0,0,22,100,22,1
353,21,2,5,2,0,1,59,6,2,0,3,3,0,0,240,2,73.41,0,1,22,100,22,1
230,21,2,6,3,1,1,59,6,2,0,7,7,0,0,240,2,161.5,0,0,23,100,22,1
13,22,1,0,2,0,1,135,5,2,0,0,2,0,0,8,2,48.0,0,0,30,101,22,1
77,22,2,0,2,0,2,51,6,2,0,3,3,0,0,240,2,132.0,0,2,28,101,22,1
198,22,2,0,2,0,2,35,6,2,0,0,0,0,0,240,2,115.0,0,1,26,101,22,1
51,22,2,1,2,0,1,135,6,2,0,3,3,0,0,314,2,96.21,0,0,29,101,22,1
352,22,2,1,2,0,1,59,6,2,0,0,0,1,0,240,2,60.0,0,1,30,101,22,1
7,22,2,1,2,0,1,135,6,2,0,4,4,0,0,241,2,110.0,0,1,30,101,22,1
103,22,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,1,27,101,22,1
80,22,2,2,2,0,1,135,6,2,0,3,3,0,0,15,2,80.0,0,0,30,101,22,1
63,22,2,2,2,0,1,139,6,2,0,3,3,0,0,240,2,100.0,0,1,30,101,22,1
63,22,2,2,2,0,1,139,6,2,0,3,3,0,0,240,2,100.0,0,1,30,101,22,1
12,22,2,2,2,0,1,59,6,2,0,4,4,0,0,240,2,145.0,0,4,30,101,22,1
11,22,2,2,2,0,1,59,3,1,0,4,4,2,0,250,2,146.25,0,4,30,101,22,1
107,22,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,0,27,101,22,1
108,22,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,0,27,101,22,1
103,22,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,1,27,101,22,1
199,22,2,2,1,0,1,135,5,2,0,0,0,0,0,410,2,38.0,0,1,28,101,22,1
102,22,2,2,2,0,1,135,5,2,0,0,0,0,0,410,2,45.5,0,0,27,101,22,1
222,22,2,3,2,1,1,59,6,2,0,6,6,0,0,240,2,155.8,0,0,23,101,22,1
139,22,2,3,2,0,1,135,3,1,0,0,2,2,0,250,2,56.0,0,0,29,101,22,1
222,22,2,3,2,1,1,59,6,2,0,6,6,0,0,240,2,155.8,0,0,23,101,22,1
214,22,2,4,2,2,1,59,6,2,0,6,6,0,0,240,2,163.33,0,0,25,101,22,1
222,22,2,3,2,2,1,59,6,2,0,0,0,0,0,240,2,77.22,0,0,23,101,22,1
247,22,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,80.1,0,0,22,101,22,1
338,22,2,5,2,0,2,56,6,2,0,4,4,0,0,240,2,118.67,0,0,21,101,22,1
321,22,2,5,2,0,1,15,6,2,0,4,4,0,0,240,2,89.87,0,2,25,101,22,1
342,22,2,5,2,2,1,59,6,2,0,6,6,0,0,240,2,129.86,0,0,19,101,22,1
247,22,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,80.1,0,0,22,101,22,1
30,22,3,5,2,0,1,135,3,1,0,3,3,2,0,250,2,111.44,0,0,30,101,22,1
132,22,4,6,2,0,2,15,6,2,0,4,4,0,0,240,2,160.0,0,0,26,101,22,1
184,22,4,6,1,0,2,135,5,2,0,0,0,0,0,40,0,49.2,0,0,28,101,22,1
312,22,4,6,2,0,2,135,5,2,0,3,3,0,0,57,2,28.0,0,0,21,101,22,1
4,22,1,2,1,0,2,135,6,2,0,4,4,0,0,241,2,152.0,0,1,30,101,22,1
128,22,1,2,2,0,1,59,6,2,0,4,4,0,0,240,2,115.0,0,1,27,101,22,1
128,22,1,2,2,0,1,59,6,2,0,4,4,0,0,240,2,115.0,0,1,27,101,22,1
22,22,1,3,2,0,1,135,6,2,0,0,1,0,0,241,2,91.2,0,1,30,101,22,1
97,22,1,5,3,1,2,43,6,2,0,7,7,0,0,240,2,225.5,0,0,27,101,22,1
72,22,3,6,2,0,1,135,6,2,0,5,5,0,2,242,2,158.33,0,1,30,101,22,1
254,22,3,7,2,0,1,135,5,2,0,4,4,0,0,40,2,62.1,0,0,26,101,22,1
42,22,0,2,2,0,1,135,6,2,0,3,3,0,0,468,2,86.1,0,0,29,101,22,1
113,22,0,2,2,0,1,59,6,2,0,3,3,0,0,240,2,100.0,0,0,27,101,22,1
113,22,0,2,1,0,1,59,6,2,0,3,3,0,0,240,2,100.0,0,0,27,101,22,1
113,22,0,2,2,0,1,59,6,2,0,3,3,0,0,240,2,100.0,0,0,27,101,22,1
113,22,0,2,2,0,1,59,6,2,0,3,3,0,0,240,2,100.0,0,0,27,101,22,1
113,22,0,2,2,0,1,59,6,2,0,3,3,0,0,240,2,100.0,0,0,27,101,22,1
113,22,0,2,1,0,1,59,6,2,0,3,3,0,0,240,2,100.0,0,0,27,101,22,1
155,22,0,3,2,0,1,34,6,2,0,4,4,0,0,240,2,123.33,0,2,26,101,22,1
216,22,0,2,2,0,1,135,5,2,0,3,3,0,0,177,2,54.0,0,1,25,101,22,1
7,22,0,3,2,0,1,34,6,2,0,4,4,0,0,240,2,120.0,0,1,30,101,22,1
137,22,0,3,2,0,1,59,6,2,0,3,3,0,0,240,3,108.33,0,0,29,101,22,1
71,22,0,3,2,0,1,59,6,2,0,4,4,0,0,240,2,126.67,0,0,28,101,22,1
155,22,0,3,2,0,1,34,6,2,0,4,4,0,0,240,2,123.33,0,2,26,101,22,1
7,22,0,3,2,0,1,34,6,2,0,4,4,0,0,240,2,120.0,0,1,30,101,22,1
289,22,0,3,2,0,1,59,6,2,0,0,0,0,0,240,2,80.1,0,1,28,101,22,1
314,22,0,3,2,0,1,135,6,2,0,0,0,0,0,314,2,48.6,0,0,23,101,22,1
279,22,0,4,2,0,1,59,6,2,0,0,0,0,0,240,3,80.1,0,2,26,101,22,1
279,22,0,4,2,0,1,59,6,2,0,0,0,0,0,240,3,80.1,0,2,26,101,22,1
138,22,0,5,2,0,1,25,6,2,0,3,3,0,0,240,2,115.0,0,1,26,101,22,1
138,22,0,5,2,0,1,135,6,2,0,0,0,0,0,242,2,100.0,0,1,26,101,22,1
152,22,2,7,2,0,1,76,6,2,0,4,4,0,0,240,2,134.44,0,1,30,101,22,1
295,22,2,8,2,0,1,76,6,2,0,0,0,0,0,240,2,80.1,0,1,21,101,22,1
238,22,4,10,2,0,1,56,6,2,0,3,3,0,0,240,2,93.6,0,2,27,101,22,1
23,22,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,45.0,0,0,30,101,22,1
14,22,0,2,2,0,1,135,6,2,0,3,3,0,0,241,2,91.2,0,2,30,101,22,1
143,22,0,4,2,0,1,43,6,2,0,0,0,0,0,240,2,103.75,0,2,26,101,22,1
144,22,1,4,2,2,1,29,6,2,0,6,6,0,0,240,2,175.0,0,0,29,101,22,1
46,22,1,4,2,0,2,135,6,2,0,0,0,0,0,240,2,172.0,0,1,30,101,22,1
322,22,0,3,2,2,1,55,6,2,0,6,6,0,0,240,2,135.33,0,0,29,101,22,1
411,22,2,4,2,0,1,135,4,2,0,0,0,0,1,0,2,71.1,0,0,17,101,22,1
411,22,2,4,2,0,1,135,4,2,0,0,0,0,1,0,2,71.1,0,0,17,101,22,1
411,22,2,4,2,0,1,135,4,2,0,0,0,0,1,0,2,71.1,0,0,17,101,22,1
411,22,2,4,2,0,1,135,4,2,0,0,0,0,1,0,2,71.1,0,0,17,101,22,1
411,22,2,4,2,0,1,135,4,2,0,0,0,0,1,0,2,71.1,0,0,17,101,22,1
